TransactionID,UserID,TransactionAmount,TransactionDate,TransactionType,Merchant,Location,CardType,IsFraud
157,4065,1311.82,2024-01-01 02:36:00,,Webb Ltd,Port John,Amex,0
158,3088,2484.04,2024-01-01 02:37:00,POS,,Port George,MasterCard,0
159,4099,2094.78,2024-01-01 02:38:00,POS,Rich Group,Lake Teresabury,Discover,0
160,3182,3893.93,2024-01-01 02:39:00,Online,"Colon, Page and Church",Lake Mikeberg,Visa,0
161,1200,3673.35,2024-01-01 02:40:00,POS,"Coleman, Blackwell and Ryan",Kerrshire,Visa,0
162,2863,2875.0,2024-01-01 02:41:00,Online,"Rose, Haley and Johnson",Carterborough,Visa,0
163,1779,4112.26,2024-01-01 02:42:00,ATM Withdrawal,Rose-Sutton,South Kevinport,Visa,0
164,3977,2815.53,2024-01-01 02:43:00,POS,"Ward, Christian and Fields",Kariton,Amex,0
165,4104,4822.12,2024-01-01 02:44:00,Online,"Johnson, Ryan and Simmons",Lake Jessetown,Visa,0
166,4119,1090.03,2024-01-01 02:45:00,Online,"Riley, Davis and Crosby",North Melissa,Amex,0
167,1502,3572.09,2024-01-01 02:46:00,ATM Withdrawal,Bryant Inc,Smithmouth,Discover,0
168,3454,1852.87,2024-01-01 02:47:00,ATM Withdrawal,"Mathews, Stephenson and Morales",Port Paige,Visa,0
169,4645,1398.44,2024-01-01 02:48:00,ATM Withdrawal,Bishop Inc,North Stephanieshire,Visa,0
170,2751,906.04,2024-01-01 02:49:00,ATM Withdrawal,"Holder, Garner and Miller",South Joshua,Discover,0
171,1804,2764.75,2024-01-01 02:50:00,POS,Burnett Group,East Teresachester,Discover,0
172,3146,1081.27,2024-01-01 02:51:00,ATM Withdrawal,Johnson LLC,Sherrymouth,Amex,0
173,3731,1005.75,2024-01-01 02:52:00,Online,Brown-Aguilar,Lake Ashleybury,MasterCard,0
174,2895,4952.71,2024-01-01 02:53:00,Online,Ochoa-Smith,Wardstad,Amex,0
175,3773,4009.73,2024-01-01 02:54:00,Online,Taylor-Edwards,Maloneside,MasterCard,0
176,2570,3742.64,2024-01-01 02:55:00,Online,Hensley-Forbes,Port Scottborough,Amex,0
177,1960,3971.33,2024-01-01 02:56:00,Online,Harrison-Powell,Melvintown,MasterCard,0
178,4810,4844.77,2024-01-01 02:57:00,ATM Withdrawal,"Booth, Phillips and Bruce",East Charles,Visa,0
179,3660,2868.52,2024-01-01 02:58:00,Online,"Myers, Hardy and Lee",New Larryshire,MasterCard,0
180,2485,1105.12,2024-01-01 02:59:00,ATM Withdrawal,Smith-Jordan,Martinmouth,Discover,0
181,3690,4311.74,2024-01-01 03:00:00,ATM Withdrawal,Webb-Burns,Travisbury,Discover,0
182,4840,3714.94,2024-01-01 03:01:00,ATM Withdrawal,Smith-Graham,Port Charlestown,MasterCard,0
183,2028,2074.47,2024-01-01 03:02:00,ATM Withdrawal,Weeks-Shaw,West Hannah,Visa,0
184,4289,2370.48,2024-01-01 03:03:00,POS,"Cole, Cantrell and Johnson",New Sabrina,Visa,0
185,1502,2059.21,2024-01-01 03:04:00,POS,Jackson-Long,Davidport,MasterCard,0
186,3814,4650.06,2024-01-01 03:05:00,POS,"Green, Welch and Jones",Mooreland,MasterCard,0
187,1397,1720.94,2024-01-01 03:06:00,POS,"Cross, Williams and Goodman",Melissatown,Discover,0
188,1870,4817.6,2024-01-01 03:07:00,POS,Wilkins-Duran,Lake Brenda,Discover,0
189,3842,4551.81,2024-01-01 03:08:00,Online,"Collins, Lee and Taylor",Bauerbury,Amex,0
190,1392,3154.45,2024-01-01 03:09:00,POS,"Reid, Johnson and Hickman",South Stephaniemouth,Visa,0
191,1206,2901.21,2024-01-01 03:10:00,Online,Perez Inc,South Kim,Visa,0
192,2038,1853.6,2024-01-01 03:11:00,Online,"Dudley, Wise and Lawrence",South Williambury,Visa,0
193,2881,96.6,2024-01-01 03:12:00,ATM Withdrawal,Carroll Ltd,South Jeffrey,Amex,0
194,4625,642.48,2024-01-01 03:13:00,ATM Withdrawal,Avila and Sons,West Jesse,Amex,0
195,3939,3772.39,2024-01-01 03:14:00,ATM Withdrawal,Ray-Alexander,West Jennaton,Discover,0
196,2484,2360.34,2024-01-01 03:15:00,POS,Manning Inc,Micheleburgh,Discover,0
197,4762,753.44,2024-01-01 03:16:00,Online,"Jackson, Benitez and Hancock",Miguelfort,MasterCard,0
198,4646,1323.48,2024-01-01 03:17:00,POS,Schroeder Ltd,Jonathanborough,Amex,0
199,1863,4739.45,2024-01-01 03:18:00,ATM Withdrawal,Gallagher and Sons,New Jillshire,Amex,0
200,3790,1838.83,2024-01-01 03:19:00,ATM Withdrawal,Strong LLC,Lake Joshua,Amex,0
201,4312,4538.87,2024-01-01 03:20:00,Online,Meadows and Sons,Davidmouth,Visa,0
202,1563,1526.66,2024-01-01 03:21:00,,Valdez PLC,Staceymouth,Discover,0
203,2020,2718.38,2024-01-01 03:22:00,ATM Withdrawal,Lyons and Sons,Hudsonton,MasterCard,0
204,1095,107.28,2024-01-01 03:23:00,,Giles Inc,West Mark,Amex,0
205,2923,2611.77,2024-01-01 03:24:00,POS,"Hall, Hayes and Hale",West Charlesport,Amex,0
206,2757,3186.53,2024-01-01 03:25:00,Online,Sullivan LLC,sarahland,Amex,0
207,3532,1175.35,2024-01-01 03:26:00,ATM Withdrawal,"King, Wagner and Bryan",Lake Austintown,Visa,0
208,4478,2896.79,2024-01-01 03:27:00,POS,,New Brianport,MasterCard,0
209,3278,3237.6,2024-01-01 03:28:00,Online,"Parker, Farrell and Cummings",Guerraview,MasterCard,0
210,3796,3436.0,2024-01-01 03:29:00,Online,"Robertson, Fernandez and Cherry",West Krystalland,Amex,0
211,2678,3883.13,2024-01-01 03:30:00,Online,Oliver Group,North Dennisside,MasterCard,0
212,4242,1560.14,2024-01-01 03:31:00,POS,Woods Inc,New Brenda,Visa,0
213,1540,2841.05,2024-01-01 03:32:00,Online,"White, Wright and Thomas",West Lauren,Amex,0
214,2059,4907.99,2024-01-01 03:33:00,POS,"Bullock, Ortiz and Saunders",Laneport,Discover,0
215,3572,4491.23,2024-01-01 03:34:00,Online,"Smith, Meza and Ortega",Lake Judymouth,Discover,0
216,2183,4763.56,2024-01-01 03:35:00,POS,,West Michael,MasterCard,0
217,4910,1933.75,2024-01-01 03:36:00,ATM Withdrawal,Rodriguez Inc,Garciafort,Discover,0
218,2722,3935.71,2024-01-01 03:37:00,POS,"Butler, Savage and Rice",Diamondfort,Discover,0
219,4314,3101.39,2024-01-01 03:38:00,ATM Withdrawal,Watts Ltd,Howardton,Amex,0
220,4157,418.26,2024-01-01 03:39:00,Online,"Fitzgerald, Deleon and Webb",Larryside,Visa,0
221,2819,4120.78,2024-01-01 03:40:00,POS,Haney-Hansen,Joshuatown,Amex,0
222,3625,3387.12,2024-01-01 03:41:00,Online,,Gwendolynburgh,Visa,0
223,3729,998.59,2024-01-01 03:42:00,ATM Withdrawal,Case LLC,South Adamfurt,Amex,0
224,3604,,2024-01-01 03:43:00,Online,"Watkins, Bennett and Benton",Lewisfurt,Discover,1
225,2597,4185.93,2024-01-01 03:44:00,Online,Barnes-Edwards,Ericton,Amex,0
226,4060,399.11,2024-01-01 03:45:00,Online,Willis-Brock,Jasonton,MasterCard,0
227,3693,461.31,2024-01-01 03:46:00,ATM Withdrawal,Garza-Webb,Marcustown,MasterCard,0
228,1795,2139.9,2024-01-01 03:47:00,ATM Withdrawal,Myers-Bruce,South Brandonborough,Visa,0
229,2051,678.32,2024-01-01 03:48:00,POS,Ryan-Reynolds,North Karenbury,Visa,0
230,2643,4568.78,2024-01-01 03:49:00,POS,Carlson-George,North Timothy,Visa,0
231,4627,2354.07,2024-01-01 03:50:00,POS,Jackson-Tucker,Gonzalezfort,MasterCard,0
232,2363,2847.91,2024-01-01 03:51:00,POS,Livingston Inc,Shawborough,Amex,0
233,4869,4640.89,2024-01-01 03:52:00,Online,Anderson-Gutierrez,New Shellyhaven,Discover,0
234,2981,2653.66,2024-01-01 03:53:00,ATM Withdrawal,"Jackson, Clark and Lowe",Lindaport,Visa,0
235,2354,1771.19,2024-01-01 03:54:00,ATM Withdrawal,"Gonzalez, Randolph and Tran",New Joseph,Amex,0
236,2663,3986.79,2024-01-01 03:55:00,Online,"Thomas, Sutton and Silva",Collierport,Amex,0
237,2529,2217.04,2024-01-01 03:56:00,POS,Hawkins-Diaz,Lake Dakotafurt,MasterCard,0
238,3038,1595.75,2024-01-01 03:57:00,ATM Withdrawal,Peterson Group,Walkerfort,MasterCard,0
239,4419,3617.53,2024-01-01 03:58:00,Online,"Duncan, Gonzales and Hernandez",Lake Antonioshire,Discover,0
240,2496,4009.02,2024-01-01 03:59:00,Online,Johnson Group,Martinezstad,Amex,0
241,4302,3959.62,2024-01-01 04:00:00,POS,Johnson-Delacruz,Lake Alyssaville,Visa,0
242,3237,4888.48,2024-01-01 04:01:00,POS,"Rosales, Martin and Hamilton",Christophertown,MasterCard,0
243,4296,3934.4,2024-01-01 04:02:00,ATM Withdrawal,Lopez-Werner,Ashleyville,Amex,0
244,2408,3850.82,2024-01-01 04:03:00,ATM Withdrawal,Turner PLC,Port Kenneth,MasterCard,0
245,2400,4288.14,2024-01-01 04:04:00,POS,Schmidt-Miller,Cummingsbury,Amex,0
246,2306,5.93,2024-01-01 04:05:00,,"Miller, Lee and Pineda",Franciscomouth,MasterCard,0
247,3680,1815.34,2024-01-01 04:06:00,POS,Foster and Sons,Port Elizabethtown,Visa,0
248,3675,3689.33,2024-01-01 04:07:00,Online,"Bernard, Shaw and Williams",East Christopherview,Discover,0
249,1972,3000.6,2024-01-01 04:08:00,Online,,Port Kevin,Visa,0
250,2768,891.97,2024-01-01 04:09:00,Online,"Shepard, Rodriguez and Jennings",Perrystad,MasterCard,0
251,2282,1522.15,2024-01-01 04:10:00,,"Ortiz, Wagner and Daniels",Port Apriltown,MasterCard,0
252,4430,1687.28,2024-01-01 04:11:00,POS,Rich-Turner,North Jessica,MasterCard,0
253,1709,2841.3,2024-01-01 04:12:00,Online,Mitchell LLC,Sabrinaton,Visa,0
254,2479,4158.83,2024-01-01 04:13:00,Online,"Barnes, Cox and Avery",Rodriguezmouth,MasterCard,0
255,2434,4662.8,2024-01-01 04:14:00,ATM Withdrawal,Turner LLC,Lake Christopher,Visa,0
256,1648,3751.71,2024-01-01 04:15:00,ATM Withdrawal,"Medina, Sutton and Jacobs",Davisshire,MasterCard,0
257,1317,4215.54,2024-01-01 04:16:00,Online,Bishop-Ochoa,Davidsonland,Discover,0
258,4748,2353.13,2024-01-01 04:17:00,ATM Withdrawal,Coleman and Sons,Emilyside,Discover,0
259,4296,1951.93,2024-01-01 04:18:00,ATM Withdrawal,Wolf and Sons,East Kelly,MasterCard,0
260,4890,1966.58,2024-01-01 04:19:00,ATM Withdrawal,"Griffin, Todd and Powers",Guzmanbury,Amex,0
261,2257,3082.11,2024-01-01 04:20:00,ATM Withdrawal,"Robinson, Gonzalez and Howell",Lake Sabrinatown,Visa,0
262,1683,625.56,2024-01-01 04:21:00,POS,,West Jenniferton,MasterCard,0
263,1663,2899.57,2024-01-01 04:22:00,ATM Withdrawal,Davis PLC,Nelsonton,Visa,0
264,2998,3327.34,2024-01-01 04:23:00,ATM Withdrawal,"Harper, White and Chase",Charlesfurt,Amex,0
265,4898,2197.35,2024-01-01 04:24:00,POS,"Moore, Smith and Atkins",West Kentshire,Discover,0
266,4445,4766.07,2024-01-01 04:25:00,ATM Withdrawal,Donaldson-Lewis,Wilsonport,Visa,0
