TransactionID,UserID,TransactionAmount,TransactionDate,TransactionType,Merchant,Location,CardType,IsFraud
58,2528,1485.72,2024-01-01 00:57:00,Online,Hodges LLC,New Amyville,Discover,0
59,4202,1404.27,2024-01-01 00:58:00,ATM Withdrawal,Copeland-Matthews,South Rebekahburgh,Discover,0
60,4556,734.35,2024-01-01 00:59:00,Online,King Inc,South Xavierburgh,Visa,0
61,4890,1449.45,2024-01-01 01:00:00,POS,"Gay, Anderson and Williams",Kevinport,Discover,0
62,1646,1552.28,2024-01-01 01:01:00,Online,Watts Inc,Campbellborough,MasterCard,0
63,3068,2611.81,2024-01-01 01:02:00,Online,Davidson-Anderson,Lake John,Amex,0
64,3888,3320.2,2024-01-01 01:03:00,ATM Withdrawal,"Bailey, Buck and Taylor",North Katherine,MasterCard,0
65,3214,1908.6,2024-01-01 01:04:00,POS,"Ruiz, Cruz and Clarke",Port Steven,Amex,0
66,2297,3598.75,2024-01-01 01:05:00,POS,"Martin, Hendricks and Decker",East Caseyborough,Amex,0
67,3435,1684.15,2024-01-01 01:06:00,Online,Brooks-Boone,Amandastad,Discover,0
68,1600,1454.97,2024-01-01 01:07:00,ATM Withdrawal,Jones-Beasley,New Tara,Discover,0
69,3363,2708.23,2024-01-01 01:08:00,ATM Withdrawal,Robbins-Wright,Levifurt,Amex,0
70,3061,123.46,2024-01-01 01:09:00,Online,Hernandez Ltd,Markburgh,Discover,0
71,1241,403.55,2024-01-01 01:10:00,POS,"Robles, Hernandez and Parks",Sarahfurt,MasterCard,0
72,3041,2092.76,2024-01-01 01:11:00,POS,"Chan, Peters and Mosley",West William,Visa,0
73,3824,4714.85,2024-01-01 01:12:00,POS,Baker and Sons,West Lauren,Discover,0
74,4417,3608.95,2024-01-01 01:13:00,ATM Withdrawal,Barry-Skinner,Melissahaven,Discover,0
75,3612,445.19,2024-01-01 01:14:00,Online,"Aguilar, Phillips and Parker",West Megan,Discover,0
76,3945,4232.36,2024-01-01 01:15:00,ATM Withdrawal,Hudson-Perez,West Travisside,Visa,0
77,2363,3662.84,2024-01-01 01:16:00,POS,"Hill, Shaw and Hopkins",Annettefort,MasterCard,0
78,3139,3056.68,2024-01-01 01:17:00,ATM Withdrawal,Davis-Anderson,Amyville,Amex,0
79,2390,4102.36,2024-01-01 01:18:00,POS,Smith-Allen,Martinfurt,MasterCard,0
80,4003,2023.53,2024-01-01 01:19:00,Online,Alvarez-Lyons,Port Robert,Discover,0
81,2478,1111.4,2024-01-01 01:20:00,POS,"Lopez, Webb and Russell",Foxside,Visa,0
82,4499,,2024-01-01 01:21:00,Online,Brown LLC,Hunterfurt,MasterCard,0
83,3556,2746.46,2024-01-01 01:22:00,ATM Withdrawal,"Smith, Pearson and Burton",Riverashire,Discover,0
84,1775,2693.94,2024-01-01 01:23:00,ATM Withdrawal,Gutierrez-Bailey,Bartonborough,Discover,0
85,1034,2827.54,2024-01-01 01:24:00,ATM Withdrawal,"Watson, Shannon and Thompson",Robertshire,Amex,0
86,3253,4743.78,2024-01-01 01:25:00,POS,Baker-Jimenez,Lake Andrealand,Visa,0
87,4152,4511.72,2024-01-01 01:26:00,Online,"Cook, Schultz and Berry",Lake Laura,Amex,0
88,2955,4379.21,2024-01-01 01:27:00,ATM Withdrawal,Martin Ltd,Lake Jonathan,MasterCard,0
89,2585,4008.08,2024-01-01 01:28:00,,Williams-Duncan,Zacharystad,,0
90,4943,4717.42,,Online,Chambers Group,Warrenfort,MasterCard,0
91,4459,496.98,2024-01-01 01:30:00,POS,Petty-Wright,South Gregory,Discover,0
92,4073,,2024-01-01 01:31:00,ATM Withdrawal,Jones-Pitts,Nathanbury,Visa,0
93,2021,,2024-01-01 01:32:00,POS,Elliott Inc,East Michael,Visa,0
94,4461,4233.44,2024-01-01 01:33:00,POS,"Mclaughlin, Carr and Wright",New Deniseton,Discover,0
95,3613,2528.3,,POS,Berry-White,Foleyville,Visa,0
96,2129,3741.43,2024-01-01 01:35:00,ATM Withdrawal,Walls-Taylor,Brownport,Amex,0
97,4843,699.1,2024-01-01 01:36:00,ATM Withdrawal,James and Sons,Everettberg,MasterCard,0
98,4893,1265.81,2024-01-01 01:37:00,Online,"Ramos, Davis and Wilson",New Brianhaven,MasterCard,0
99,2500,3660.22,2024-01-01 01:38:00,Online,Mitchell PLC,Ortizside,MasterCard,0
100,1702,827.85,2024-01-01 01:39:00,POS,"Shaw, Acevedo and Marshall",South Kevin,Amex,0
101,3449,1760.02,2024-01-01 01:40:00,ATM Withdrawal,Stokes Ltd,Jenniferburgh,MasterCard,0
102,3777,1328.01,2024-01-01 01:41:00,POS,"Collins, Brown and Edwards",Victorstad,Visa,0
103,2579,1752.56,2024-01-01 01:42:00,Online,Wheeler-Webb,Kerrburgh,MasterCard,0
104,1161,3543.08,2024-01-01 01:43:00,POS,Mcmillan Ltd,Morrisonland,Amex,0
105,1201,1842.4,2024-01-01 01:44:00,POS,Williams-Schultz,East Martha,Visa,0
106,2981,2778.54,2024-01-01 01:45:00,ATM Withdrawal,"Garcia, Martinez and Rodriguez",Martinfort,Discover,0
107,1995,504.16,2024-01-01 01:46:00,POS,"Hopkins, Ryan and Smith",Patelville,Visa,0
108,3317,4026.06,2024-01-01 01:47:00,POS,Walsh PLC,Ortegaport,Amex,0
109,4934,1852.59,2024-01-01 01:48:00,ATM Withdrawal,"Ewing, Charles and Hamilton",South Kristyhaven,,0
110,1815,3244.43,2024-01-01 01:49:00,ATM Withdrawal,Jones-Wilson,Parkertown,MasterCard,0
111,4342,3628.32,2024-01-01 01:50:00,Online,"Davis, Jones and Moore",North Coreyhaven,Amex,0
112,1455,1052.26,2024-01-01 01:51:00,ATM Withdrawal,Berry-Smith,West Laurieton,Discover,0
113,4533,4423.95,2024-01-01 01:52:00,POS,Lucas Group,Knoxhaven,MasterCard,1
114,4798,3083.04,2024-01-01 01:53:00,Online,"Clark, Nelson and Miller",Tracyville,Amex,0
115,2275,2146.48,2024-01-01 01:54:00,Online,"Vazquez, Simpson and Coleman",Christopherview,Amex,0
116,2016,915.76,2024-01-01 01:55:00,Online,"Sosa, Powell and Kennedy",West Heidi,Discover,0
117,4773,4711.79,2024-01-01 01:56:00,Online,"Kidd, Cohen and Barr",South Jaychester,Discover,0
118,3343,3776.57,2024-01-01 01:57:00,POS,"Thompson, Farley and Kim",Lake James,Amex,0
119,4796,1044.08,2024-01-01 01:58:00,POS,James Ltd,West John,Discover,0
120,3767,1691.87,2024-01-01 01:59:00,POS,Wilkinson-Davis,Port Erinfort,Discover,0
121,4820,,2024-01-01 02:00:00,POS,Moran LLC,West Robertfurt,MasterCard,0
122,1337,3479.91,2024-01-01 02:01:00,Online,King-Wong,Meyerburgh,Amex,0
123,1878,3830.09,2024-01-01 02:02:00,POS,"Roberts, Watkins and Thomas",Robertbury,Visa,0
124,2076,2208.8,2024-01-01 02:03:00,Online,Griffin Ltd,Amyhaven,MasterCard,0
125,1791,3583.8,2024-01-01 02:04:00,ATM Withdrawal,Sutton Inc,Cindytown,Amex,0
126,4993,1935.54,2024-01-01 02:05:00,POS,"Brown, Burnett and Williams",Thompsonborough,Amex,0
127,3264,1060.26,2024-01-01 02:06:00,ATM Withdrawal,Martinez-Casey,Calhounstad,MasterCard,0
128,1763,3165.22,2024-01-01 02:07:00,ATM Withdrawal,"Summers, Sharp and Weber",Robertville,Discover,0
129,3235,4880.19,2024-01-01 02:08:00,POS,"Newton, Hicks and Porter",West Olivia,Visa,0
130,1379,1556.45,2024-01-01 02:09:00,Online,"Jackson, Scott and Khan",Angelabury,Visa,0
131,1492,2307.54,2024-01-01 02:10:00,ATM Withdrawal,"Freeman, Myers and Park",South Stephanie,Amex,0
132,4112,3371.64,2024-01-01 02:11:00,POS,Phillips-Cox,Kristineburgh,Amex,0
133,2180,2709.82,2024-01-01 02:12:00,ATM Withdrawal,Davis-Barton,Brittanymouth,Visa,0
134,3062,4217.92,2024-01-01 02:13:00,ATM Withdrawal,Orozco-Juarez,New Williamborough,Amex,0
135,4884,3809.9,2024-01-01 02:14:00,POS,,New Deborahborough,Visa,0
136,1064,296.19,2024-01-01 02:15:00,ATM Withdrawal,"Morales, Dunn and Roy",Lake Sarahfort,Discover,0
137,4928,4992.11,2024-01-01 02:16:00,,"Schmidt, Williams and Vega",Sandersside,Visa,0
138,4910,3763.25,2024-01-01 02:17:00,Online,Davis Inc,Hansenport,Visa,1
139,3568,4320.2,2024-01-01 02:18:00,ATM Withdrawal,Hood Inc,Jasonborough,Visa,0
140,2367,3257.73,2024-01-01 02:19:00,ATM Withdrawal,Jackson-Moore,Shortberg,Amex,0
141,2152,4282.14,2024-01-01 02:20:00,POS,Hayden-Mason,New Laura,Discover,0
142,3027,,2024-01-01 02:21:00,Online,Morales-Carter,Port Ashleyfort,MasterCard,0
143,3695,1741.95,2024-01-01 02:22:00,ATM Withdrawal,"Kelley, Cook and Heath",Lake Cassandraville,MasterCard,0
144,2495,,2024-01-01 02:23:00,Online,Allen-Murray,Port Seanshire,Visa,1
145,4134,1012.27,2024-01-01 02:24:00,ATM Withdrawal,Watts PLC,Victoriaton,Amex,0
146,2162,395.82,2024-01-01 02:25:00,POS,Rubio Ltd,Marystad,MasterCard,0
147,2522,3941.65,2024-01-01 02:26:00,POS,"Fleming, Harmon and Taylor",North Curtis,MasterCard,0
148,3640,4178.25,2024-01-01 02:27:00,Online,Harris-Kennedy,Sanchezmouth,Visa,0
149,1391,817.45,2024-01-01 02:28:00,Online,Dean-Roberts,Martinberg,Visa,0
150,2698,4272.46,2024-01-01 02:29:00,ATM Withdrawal,Hall-Bond,West Kristafort,Amex,0
151,1418,3435.41,2024-01-01 02:30:00,ATM Withdrawal,"Hale, Gonzalez and Roberts",Port Jason,MasterCard,0
152,3336,2602.81,2024-01-01 02:31:00,ATM Withdrawal,"Young, Ortiz and Vega",Lake Michele,Visa,0
153,1378,4152.1,2024-01-01 02:32:00,Online,Patterson-Avila,Port Brendaberg,Discover,0
154,2796,2099.15,2024-01-01 02:33:00,POS,Levine-Prince,Walshburgh,Discover,0
155,4561,974.0,2024-01-01 02:34:00,POS,"Benson, Glenn and Stanley",Michaelhaven,Discover,0
156,3278,1427.84,2024-01-01 02:35:00,Online,James-Ward,Walkerhaven,,0
157,4065,2528.29,2024-01-01 02:36:00,POS,Gibson-Ward,New Williamfort,Amex,0
158,3088,2659.0,2024-01-01 02:37:00,Online,King LLC,Mayschester,Discover,0
159,4099,4028.88,2024-01-01 02:38:00,ATM Withdrawal,Moran PLC,Michaelfurt,Discover,0
160,3182,3957.81,2024-01-01 02:39:00,Online,"Carrillo, Richards and Taylor",Port Christopher,,0
161,1200,2908.93,2024-01-01 02:40:00,POS,"Williams, Jackson and Smith",North Johnville,Visa,0
162,2863,3905.02,2024-01-01 02:41:00,Online,Butler Inc,Mitchellhaven,Visa,0
163,1779,962.91,2024-01-01 02:42:00,Online,Rose and Sons,Jasonhaven,Visa,0
164,3977,255.07,2024-01-01 02:43:00,Online,Warren Group,Ryanhaven,Discover,0
165,4104,4368.8,2024-01-01 02:44:00,Online,"Salazar, Wagner and Rodriguez",Melissamouth,Visa,0
166,4119,382.39,2024-01-01 02:45:00,POS,Savage Group,East Angela,Visa,0
167,1502,1237.21,2024-01-01 02:46:00,ATM Withdrawal,"Salas, York and Rivera",Lake Jessica,Amex,0
168,3454,3478.12,2024-01-01 02:47:00,POS,Fowler Inc,Anthonytown,Visa,0
169,4645,2050.19,2024-01-01 02:48:00,POS,"Espinoza, Gonzalez and Hammond",New Jodyfort,MasterCard,0
170,2751,4382.19,2024-01-01 02:49:00,ATM Withdrawal,"Campbell, Jacobson and Wilson",North Jeffreymouth,Visa,0
171,1804,1493.41,2024-01-01 02:50:00,POS,,South Gregoryview,Visa,0
172,3146,64.3,2024-01-01 02:51:00,ATM Withdrawal,Hawkins-Knight,Lake Dorothy,MasterCard,0
173,3731,1506.77,2024-01-01 02:52:00,ATM Withdrawal,Cuevas and Sons,South Rebecca,MasterCard,0
174,2895,2892.48,2024-01-01 02:53:00,Online,Watkins-Lewis,Annberg,Visa,0
175,3773,1882.81,2024-01-01 02:54:00,POS,,Port Kimberly,,0
176,2570,2676.69,2024-01-01 02:55:00,ATM Withdrawal,George-Wood,Salazarberg,Discover,0
177,1960,4383.61,2024-01-01 02:56:00,POS,Bartlett-Collins,Hamiltonland,MasterCard,0
178,4810,4562.86,2024-01-01 02:57:00,POS,Todd-Snyder,Torresville,Amex,0
179,3660,1333.54,2024-01-01 02:58:00,ATM Withdrawal,Peterson PLC,South Gregory,Visa,0
180,2485,2313.39,2024-01-01 02:59:00,Online,"Howard, Jordan and Simpson",Lake Tammy,Visa,0
181,3690,2747.97,2024-01-01 03:00:00,ATM Withdrawal,"Larsen, May and Hahn",North Tara,MasterCard,0
182,4840,,2024-01-01 03:01:00,Online,Mccoy-Martin,Dominicstad,MasterCard,0
183,2028,4993.09,2024-01-01 03:02:00,ATM Withdrawal,Wright-Barnes,Katherineside,Amex,0
184,4289,1180.86,2024-01-01 03:03:00,ATM Withdrawal,"Gallegos, Rodriguez and Jordan",Derrickport,Visa,0
185,1502,3636.26,2024-01-01 03:04:00,Online,Berry-Thompson,West April,MasterCard,0
186,3814,1893.27,2024-01-01 03:05:00,Online,Garcia Inc,Nicoleberg,MasterCard,0
187,1397,45.5,2024-01-01 03:06:00,POS,Young-Harris,North Jeremy,Discover,0
188,1870,51.22,2024-01-01 03:07:00,ATM Withdrawal,Hull Ltd,West Keithstad,MasterCard,0
189,3842,2305.53,2024-01-01 03:08:00,POS,"Ballard, Robertson and Bean",North James,Amex,0
190,1392,2444.23,2024-01-01 03:09:00,,"Chaney, Taylor and Perkins",Avilaville,Visa,0
191,1206,117.74,2024-01-01 03:10:00,Online,Perez-Hill,Williamsview,MasterCard,0
192,2038,3436.2,2024-01-01 03:11:00,Online,Mora PLC,Lake Teresa,Discover,0
193,2881,1473.55,2024-01-01 03:12:00,POS,Vasquez LLC,Wrightbury,MasterCard,0
194,4625,2801.67,2024-01-01 03:13:00,Online,Cunningham LLC,North Mercedesmouth,MasterCard,0
195,3939,1508.09,2024-01-01 03:14:00,ATM Withdrawal,Thompson-Wells,Reevesburgh,Visa,0
196,2484,839.84,2024-01-01 03:15:00,Online,Warner and Sons,Zimmermanstad,Discover,0
197,4762,2038.83,2024-01-01 03:16:00,Online,Long-Koch,Lake Justin,Amex,0
198,4646,1165.21,2024-01-01 03:17:00,ATM Withdrawal,Morgan Group,lake kenneth,Amex,0
199,1863,2676.33,2024-01-01 03:18:00,Online,,East Darrylborough,Visa,0
200,3790,998.15,2024-01-01 03:19:00,POS,Smith Inc,Davilafort,Amex,0
201,4312,2544.49,2024-01-01 03:20:00,POS,"Allen, Fowler and Smith",Williamsmouth,Amex,0
202,1563,791.11,2024-01-01 03:21:00,POS,Lee-Benjamin,Port Laura,MasterCard,0
203,2020,,2024-01-01 03:22:00,Online,"Bailey, Rose and Flores",Lake Lisa,Amex,0
204,1095,3770.92,2024-01-01 03:23:00,Online,Mayer PLC,South Michaelaborough,Discover,0
205,2923,556.42,2024-01-01 03:24:00,,Pacheco PLC,North Brianville,MasterCard,0
206,2757,2341.67,2024-01-01 03:25:00,POS,Fleming-Schmitt,Hatfieldland,Amex,0
207,3532,359.0,2024-01-01 03:26:00,Online,Neal-Lee,West James,Discover,0
208,4478,2992.92,2024-01-01 03:27:00,ATM Withdrawal,Sharp-Jones,Colleenmouth,MasterCard,0
209,3278,1325.7,2024-01-01 03:28:00,Online,Miller-Ramirez,sheppardhaven,Discover,0
210,3796,2640.48,2024-01-01 03:29:00,POS,Delacruz Inc,Wadeton,Visa,0
211,2678,2589.72,2024-01-01 03:30:00,ATM Withdrawal,Banks PLC,Hopkinsport,Visa,0
212,4242,4622.15,2024-01-01 03:31:00,ATM Withdrawal,Ramirez and Sons,russoburgh,Amex,0
213,1540,2747.67,2024-01-01 03:32:00,POS,Scott-Gonzalez,Michaelshire,Discover,0
214,2059,2917.08,2024-01-01 03:33:00,ATM Withdrawal,Miller Ltd,Jonathanbury,MasterCard,0
215,3572,2011.26,2024-01-01 03:34:00,ATM Withdrawal,"Reid, Kelly and Montgomery",Amyfurt,Discover,0
216,2183,4745.65,,ATM Withdrawal,Young-Gray,Port Emilyhaven,Discover,0
217,4910,3887.04,2024-01-01 03:36:00,ATM Withdrawal,Brown and Sons,New Jennifermouth,Visa,0
218,2722,1430.6,2024-01-01 03:37:00,ATM Withdrawal,"Davis, Chambers and Bennett",Wilsonview,Visa,0
219,4314,4221.83,2024-01-01 03:38:00,Online,Watson and Sons,Randallland,Amex,0
220,4157,2164.82,2024-01-01 03:39:00,POS,"Hunter, Scott and Barry",Lewisbury,Discover,0
221,2819,4144.19,2024-01-01 03:40:00,,Novak Ltd,North Calebland,Discover,0
222,3625,4115.33,,Online,Dean-Baker,Lake Jessica,MasterCard,0
223,3729,948.41,2024-01-01 03:42:00,Online,"Banks, Howell and Black",Stevenstad,MasterCard,0
224,3604,3507.2,2024-01-01 03:43:00,POS,"Lee, Watkins and Jenkins",Smithton,Visa,0
225,2597,1456.76,2024-01-01 03:44:00,POS,Murphy-Morse,Davisstad,Discover,0
226,4060,1490.98,2024-01-01 03:45:00,Online,Noble PLC,East Geoffrey,Amex,0
227,3693,1485.26,2024-01-01 03:46:00,Online,Barnett LLC,Markfort,Visa,0
228,1795,,2024-01-01 03:47:00,ATM Withdrawal,Bell Ltd,North Chelsea,Discover,0
229,2051,1152.98,2024-01-01 03:48:00,Online,Robertson Ltd,Justinstad,Visa,0
230,2643,9.52,2024-01-01 03:49:00,Online,"Hester, Moss and Wright",Jasonmouth,Amex,0
231,4627,3577.61,2024-01-01 03:50:00,ATM Withdrawal,Rogers Ltd,Ingramville,Discover,0
232,2363,860.07,2024-01-01 03:51:00,ATM Withdrawal,"Hays, Black and Malone",Glassberg,Amex,0
233,4869,526.89,2024-01-01 03:52:00,POS,"Jones, Edwards and Allen",South Zachary,Discover,0
234,2981,1191.39,2024-01-01 03:53:00,POS,"Wang, Whitney and Torres",West Johnmouth,Discover,0
235,2354,1902.6,2024-01-01 03:54:00,Online,"Mendoza, Gonzalez and Cantrell",Sarastad,Amex,0
236,2663,2382.15,2024-01-01 03:55:00,ATM Withdrawal,,West Andrewhaven,MasterCard,0
237,2529,227.63,2024-01-01 03:56:00,ATM Withdrawal,Floyd-Johnson,Laurenbury,Amex,0
238,3038,4853.01,2024-01-01 03:57:00,POS,"Boyd, Perez and Martin",North John,Amex,0
239,4419,,,POS,Baker-Medina,Danielstad,Visa,0
240,2496,1619.35,2024-01-01 03:59:00,Online,"Krueger, Gibbs and Bennett",Michaelbury,Amex,0
241,4302,1596.89,2024-01-01 04:00:00,ATM Withdrawal,Vaughan LLC,North Melissa,Amex,0
242,3237,2245.47,2024-01-01 04:01:00,POS,"Bolton, Price and Carey",West Jamesland,Visa,0
243,4296,3133.09,2024-01-01 04:02:00,,Weber Ltd,Hodgestown,MasterCard,0
244,2408,736.13,2024-01-01 04:03:00,Online,Kim and Sons,Kristinville,Amex,0
245,2400,948.7,2024-01-01 04:04:00,Online,Merritt Group,Dunnberg,Visa,0
246,2306,4297.88,2024-01-01 04:05:00,,"Strong, Stevens and Norman",Mcfarlandport,MasterCard,0
247,3680,1284.99,2024-01-01 04:06:00,POS,Lawrence Ltd,Anthonymouth,MasterCard,0
248,3675,1904.07,2024-01-01 04:07:00,POS,"Johnson, Simmons and Griffith",Barbaratown,Amex,0
249,1972,4357.0,2024-01-01 04:08:00,POS,"Oneill, Owens and Robertson",Fergusonville,MasterCard,0
250,2768,3317.42,2024-01-01 04:09:00,POS,Perez-Fox,East Melissabury,Amex,0
251,2282,1711.85,2024-01-01 04:10:00,ATM Withdrawal,Austin LLC,Wilsonport,MasterCard,0
252,4430,3420.08,2024-01-01 04:11:00,ATM Withdrawal,Combs LLC,New Dawnside,MasterCard,0
253,1709,103.32,2024-01-01 04:12:00,ATM Withdrawal,"Phillips, Reeves and Cervantes",East Cory,MasterCard,0
254,2479,3679.54,,ATM Withdrawal,Calderon-Vance,Wrightfort,Amex,0
255,2434,2437.65,2024-01-01 04:14:00,Online,Foster-Flynn,Codyside,MasterCard,0
256,1648,4066.84,2024-01-01 04:15:00,Online,Hendrix PLC,Lake Karachester,Discover,0
257,1317,4773.42,2024-01-01 04:16:00,ATM Withdrawal,Parker-Hall,Bethfort,Visa,0
258,4748,4629.31,2024-01-01 04:17:00,POS,Day LLC,Lake Jaclyn,Visa,0
259,4296,4546.78,2024-01-01 04:18:00,ATM Withdrawal,Weber LLC,Amandahaven,Discover,0
260,4890,2563.29,2024-01-01 04:19:00,ATM Withdrawal,Moore-Wilson,Lake Jason,MasterCard,0
261,2257,1803.91,2024-01-01 04:20:00,Online,Munoz-Hernandez,South Stephaniefurt,Discover,0
262,1683,2327.85,2024-01-01 04:21:00,POS,Trujillo Ltd,Lake Anthony,Amex,0
263,1663,3451.03,2024-01-01 04:22:00,Online,Herrera Inc,South Bradborough,Visa,0
264,2998,4420.57,2024-01-01 04:23:00,POS,"Walsh, Johnson and Ellison",South Angelamouth,MasterCard,0
265,4898,1038.9,2024-01-01 04:24:00,Online,"Sharp, Tyler and Perry",Jenniferville,,0
266,4445,4591.37,2024-01-01 04:25:00,ATM Withdrawal,Oliver-Schmidt,West Sandra,Discover,0
267,4743,4076.83,2024-01-01 04:26:00,POS,Townsend and Sons,Lambside,Discover,0
268,2631,4894.39,2024-01-01 04:27:00,Online,Mendoza-Pena,Kariberg,Visa,0
269,2495,4401.86,2024-01-01 04:28:00,ATM Withdrawal,"Perry, Aguilar and Brown",Samanthaburgh,Visa,0
270,4304,1403.29,2024-01-01 04:29:00,Online,"Jones, Lopez and Shaffer",New Jeffreyshire,Visa,0
271,4763,534.25,2024-01-01 04:30:00,Online,Gates-Burns,Jonathanfort,Visa,0
