TransactionID,UserID,TransactionAmount,TransactionDate,TransactionType,Merchant,Location,CardType,IsFraud
95,3613,4063.22,2024-01-01 01:34:00,ATM Withdrawal,Holland-Rowe,North Ashlee,Discover,0
96,2129,1506.94,2024-01-01 01:35:00,POS,Allen Ltd,New Julieberg,MasterCard,0
97,4843,,2024-01-01 01:36:00,POS,Bowen-Good,West Kelly,Discover,0
98,4893,1454.01,2024-01-01 01:37:00,Online,"Dawson, Edwards and Harrison",Wheelerfurt,Discover,0
99,2500,3069.16,2024-01-01 01:38:00,Online,Barrett Ltd,Leehaven,Visa,0
100,1702,1772.25,2024-01-01 01:39:00,Online,Hamilton and Sons,Estradaside,MasterCard,0
101,3449,1671.41,2024-01-01 01:40:00,POS,Miles Group,Jaketown,Amex,0
102,3777,194.5,2024-01-01 01:41:00,Online,"Anderson, Burke and Black",Kristinahaven,Discover,0
103,2579,739.07,2024-01-01 01:42:00,ATM Withdrawal,Lewis and Sons,Port Jamieburgh,MasterCard,0
104,1161,4585.81,2024-01-01 01:43:00,POS,"Vazquez, Mejia and Foster",Leeview,MasterCard,0
105,1201,4991.4,2024-01-01 01:44:00,ATM Withdrawal,"Jones, Booker and Conrad",Josephchester,Discover,0
106,2981,3903.7,2024-01-01 01:45:00,Online,Blanchard Group,Dannychester,Amex,0
107,1995,1437.63,2024-01-01 01:46:00,POS,Holder LLC,Floresland,MasterCard,0
108,3317,2015.21,2024-01-01 01:47:00,Online,Holmes Inc,West Danielmouth,MasterCard,0
109,4934,3698.82,2024-01-01 01:48:00,POS,King and Sons,Port Benjamin,Amex,0
110,1815,4842.73,2024-01-01 01:49:00,Online,Newman Group,Lanetown,Discover,0
111,4342,2280.08,2024-01-01 01:50:00,POS,Villanueva-Wong,West Haroldside,Discover,0
112,1455,4148.46,2024-01-01 01:51:00,POS,Johnson-Carlson,Escobartown,Discover,0
113,4533,4875.47,2024-01-01 01:52:00,POS,Taylor-Conner,Barberbury,Discover,0
114,4798,4368.0,2024-01-01 01:53:00,ATM Withdrawal,"Willis, Adkins and Boone",Roberthaven,Amex,0
115,2275,1139.61,2024-01-01 01:54:00,Online,"Franklin, Allen and Elliott",West Lynntown,Visa,0
116,2016,45.12,2024-01-01 01:55:00,Online,Hicks-Chandler,Janetport,Amex,0
117,4773,2462.95,2024-01-01 01:56:00,POS,"Allen, Brooks and Hall",Brewerstad,Amex,0
118,3343,2659.15,2024-01-01 01:57:00,ATM Withdrawal,Meyers-Herrera,New Kara,Discover,0
119,4796,1010.25,2024-01-01 01:58:00,POS,"Cooper, Estrada and Thomas",North Daniel,MasterCard,0
120,3767,1426.95,2024-01-01 01:59:00,Online,"Vasquez, Booth and Martinez",Ellisfort,Amex,0
121,4820,3826.94,2024-01-01 02:00:00,Online,"Moore, Hess and Nguyen",North Michelle,Discover,0
122,1337,2354.38,2024-01-01 02:01:00,POS,Dixon-Sutton,Churchport,MasterCard,0
123,1878,1590.18,2024-01-01 02:02:00,POS,Foster Inc,South Sarahmouth,Amex,0
124,2076,3115.02,2024-01-01 02:03:00,POS,"Harris, Martin and Sullivan",South Amandamouth,Visa,0
125,1791,3265.53,2024-01-01 02:04:00,Online,Merritt-Bell,North Amberfurt,Visa,0
126,4993,3848.13,2024-01-01 02:05:00,POS,Mendoza Inc,Port Jamie,Discover,0
127,3264,787.76,2024-01-01 02:06:00,POS,Schroeder and Sons,Josetown,MasterCard,0
128,1763,,2024-01-01 02:07:00,,Wong Ltd,New Stephanie,MasterCard,0
129,3235,2999.14,2024-01-01 02:08:00,POS,Meyer-Moore,Byrdchester,Discover,0
130,1379,292.57,2024-01-01 02:09:00,ATM Withdrawal,"Sutton, Arnold and Pena",North Nicolasshire,Discover,0
131,1492,3888.34,2024-01-01 02:10:00,Online,Wang Inc,Nelsonberg,MasterCard,0
132,4112,1918.49,2024-01-01 02:11:00,,Bryant LLC,Daughertyport,Visa,0
133,2180,1655.25,2024-01-01 02:12:00,POS,Collins Group,East Emilychester,Visa,0
134,3062,2243.14,2024-01-01 02:13:00,Online,"Wilson, Green and Fowler",South Willie,Amex,0
135,4884,1734.14,2024-01-01 02:14:00,Online,Diaz-Harding,South John,Amex,0
136,1064,1694.74,2024-01-01 02:15:00,ATM Withdrawal,Maldonado-Yates,Dennisport,MasterCard,0
137,4928,4041.35,2024-01-01 02:16:00,POS,"Brown, Jones and Fuentes",Parsonsview,Visa,0
138,4910,626.9,2024-01-01 02:17:00,POS,"Robinson, Norman and Stewart",East Chad,Amex,0
139,3568,4853.15,2024-01-01 02:18:00,POS,Rodriguez PLC,Port Paula,Visa,0
140,2367,2776.88,2024-01-01 02:19:00,Online,Gutierrez and Sons,Ramirezmouth,Visa,0
141,2152,918.71,2024-01-01 02:20:00,Online,Harris and Sons,Port Timothymouth,MasterCard,0
142,3027,660.42,2024-01-01 02:21:00,Online,"Austin, Warren and Williams",West David,Visa,0
143,3695,2959.59,2024-01-01 02:22:00,POS,Long-Odonnell,Onealside,MasterCard,0
144,2495,3166.83,2024-01-01 02:23:00,POS,Phillips-Thompson,South Brendabury,Amex,0
145,4134,269.86,2024-01-01 02:24:00,Online,Spencer Inc,Dillonstad,Discover,0
146,2162,1218.79,2024-01-01 02:25:00,ATM Withdrawal,"Blake, Warren and Wells",Cobbside,Visa,0
147,2522,3978.33,2024-01-01 02:26:00,POS,Serrano-Griffith,North Kevinport,Discover,0
148,3640,252.88,2024-01-01 02:27:00,ATM Withdrawal,Perkins Ltd,Beckerstad,Discover,0
149,1391,4276.17,2024-01-01 02:28:00,Online,Oconnor-Smith,Ericfort,MasterCard,0
150,2698,3292.52,2024-01-01 02:29:00,POS,White-Herrera,East Deborahview,Visa,0
151,1418,2174.94,2024-01-01 02:30:00,ATM Withdrawal,Stone-Morrow,North Mirandaport,Visa,0
152,3336,1735.43,2024-01-01 02:31:00,POS,Price Group,East Anna,Amex,0
153,1378,101.15,2024-01-01 02:32:00,ATM Withdrawal,"Walker, Harrison and Tran",Hardinshire,Discover,0
154,2796,4126.95,2024-01-01 02:33:00,POS,Lewis-Davis,West Juliechester,Discover,0
155,4561,,2024-01-01 02:34:00,ATM Withdrawal,King-Clark,Lake Michellebury,MasterCard,0
156,3278,1551.16,2024-01-01 02:35:00,ATM Withdrawal,"Simon, Howard and Orozco",Lake David,Visa,0
157,4065,2847.69,2024-01-01 02:36:00,Online,"Ochoa, Thompson and Garcia",Troytown,Visa,0
158,3088,1233.73,2024-01-01 02:37:00,Online,"Berg, Gibson and Fuller",Rodriguezburgh,Discover,0
159,4099,2488.22,2024-01-01 02:38:00,ATM Withdrawal,Oneal and Sons,North Tyler,Amex,0
160,3182,4047.67,2024-01-01 02:39:00,POS,"Bishop, Harrison and Morgan",West Natasha,Discover,0
161,1200,2355.34,2024-01-01 02:40:00,ATM Withdrawal,Salazar LLC,Hughesborough,Visa,0
162,2863,4745.14,2024-01-01 02:41:00,POS,Fox Inc,North Louis,MasterCard,0
163,1779,4238.27,2024-01-01 02:42:00,POS,Wilson LLC,South Belinda,MasterCard,0
164,3977,1668.53,2024-01-01 02:43:00,POS,Wood-Roberts,Kleinmouth,MasterCard,0
165,4104,2002.81,2024-01-01 02:44:00,POS,Mason PLC,East Jean,Visa,0
166,4119,2119.52,2024-01-01 02:45:00,,Sullivan and Sons,Popeside,Visa,0
167,1502,3132.77,2024-01-01 02:46:00,ATM Withdrawal,Ramirez Ltd,Garciamouth,MasterCard,0
168,3454,1437.54,2024-01-01 02:47:00,POS,Santos-Nguyen,South Terrifurt,Visa,0
169,4645,4846.4,2024-01-01 02:48:00,Online,Brooks-Wilson,Krauseshire,Amex,0
170,2751,3045.38,2024-01-01 02:49:00,POS,Mendoza-Pacheco,Michaelhaven,MasterCard,0
171,1804,2000.01,2024-01-01 02:50:00,POS,Greene LLC,Harrellshire,Amex,0
172,3146,3226.82,2024-01-01 02:51:00,Online,Ford-Velasquez,Aliciafurt,Amex,0
173,3731,1980.05,2024-01-01 02:52:00,Online,Cline PLC,West Victoriamouth,Visa,0
174,2895,4089.89,2024-01-01 02:53:00,POS,Lynn-Harrington,West Mindyburgh,Visa,0
175,3773,2841.37,2024-01-01 02:54:00,,Myers PLC,Lake Christopherville,MasterCard,0
176,2570,214.64,2024-01-01 02:55:00,Online,Rodriguez LLC,Lake Rebecca,Visa,0
177,1960,887.9,2024-01-01 02:56:00,ATM Withdrawal,Norton-Garrison,South Jennifer,Amex,0
178,4810,4325.64,2024-01-01 02:57:00,POS,Thomas-Hanson,Reynoldsville,Visa,0
179,3660,2816.68,2024-01-01 02:58:00,POS,"Santana, Hernandez and Lopez",New Marissa,MasterCard,0
180,2485,4751.97,2024-01-01 02:59:00,POS,Rodriguez-Ray,Wangton,Discover,0
181,3690,366.75,2024-01-01 03:00:00,POS,Brock Inc,West Christopher,Discover,0
182,4840,1479.83,2024-01-01 03:01:00,POS,Goodwin LLC,East Robertofurt,Visa,0
183,2028,971.75,2024-01-01 03:02:00,POS,"Reese, Ramos and Riley",Port Tiffanyberg,Discover,0
184,4289,2771.43,2024-01-01 03:03:00,ATM Withdrawal,Patterson Ltd,Sheilastad,Amex,0
185,1502,1917.05,2024-01-01 03:04:00,Online,Daniel PLC,South Lisaville,Discover,0
186,3814,790.58,2024-01-01 03:05:00,POS,Miller-Evans,Bennetttown,Discover,0
187,1397,3215.55,2024-01-01 03:06:00,Online,Henderson-Collins,Jonathanmouth,Amex,0
188,1870,2683.81,2024-01-01 03:07:00,ATM Withdrawal,Taylor LLC,South Aaron,MasterCard,0
189,3842,1377.31,2024-01-01 03:08:00,POS,Knight LLC,Port Samuelmouth,Discover,1
190,1392,2401.46,2024-01-01 03:09:00,POS,Flores-Norris,Pittmantown,Discover,0
191,1206,3729.96,2024-01-01 03:10:00,Online,Wilson-Smith,East Ashleyside,Discover,0
192,2038,1030.33,2024-01-01 03:11:00,Online,"Burns, Reed and Wilkerson",Curtisport,MasterCard,0
193,2881,1468.06,2024-01-01 03:12:00,Online,Moran Ltd,Nicholashaven,Visa,0
194,4625,1733.82,2024-01-01 03:13:00,,"Pierce, Duffy and Orr",Port Troy,Visa,0
195,3939,3734.9,2024-01-01 03:14:00,Online,Carter PLC,Lake Jodibury,MasterCard,0
196,2484,4235.38,2024-01-01 03:15:00,Online,Hensley-Bailey,Lake Jessica,Amex,0
197,4762,1885.06,2024-01-01 03:16:00,ATM Withdrawal,Miller-Williamson,Caseyshire,Visa,0
198,4646,1486.62,2024-01-01 03:17:00,POS,Chavez-Moran,West Ryan,MasterCard,0
199,1863,4447.79,2024-01-01 03:18:00,POS,Cruz Ltd,joeside,MasterCard,0
200,3790,4996.83,2024-01-01 03:19:00,POS,Larsen-Gray,New Scott,Amex,0
201,4312,3353.42,2024-01-01 03:20:00,Online,Boyle Ltd,North Jeffreyberg,MasterCard,0
202,1563,,2024-01-01 03:21:00,ATM Withdrawal,Wilkins-Freeman,Lake Jason,Visa,0
203,2020,3301.53,2024-01-01 03:22:00,Online,"Harris, White and Garcia",West John,Visa,0
204,1095,3668.63,2024-01-01 03:23:00,POS,Jones-Smith,New Steven,MasterCard,0
205,2923,,2024-01-01 03:24:00,Online,Williams-Johnston,Port Timothyshire,MasterCard,0
206,2757,2167.67,2024-01-01 03:25:00,POS,Gregory-Carr,Lake Tonyview,Amex,0
207,3532,724.96,2024-01-01 03:26:00,Online,"Chen, Hunt and Stein",West Williambury,Amex,0
208,4478,4114.64,2024-01-01 03:27:00,Online,"Davies, Lewis and Lee",Valdezstad,Discover,0
209,3278,4655.64,2024-01-01 03:28:00,POS,Cunningham-Williams,South Sarahmouth,MasterCard,0
210,3796,3119.07,2024-01-01 03:29:00,Online,Liu Inc,Ellisonburgh,Discover,0
211,2678,1721.52,2024-01-01 03:30:00,POS,Evans-Maddox,New Andrew,Discover,0
212,4242,774.31,2024-01-01 03:31:00,Online,Lee and Sons,South Lisabury,Discover,0
213,1540,1329.46,2024-01-01 03:32:00,Online,"Huff, Hernandez and Smith",Rebekahbury,Discover,0
214,2059,1280.78,2024-01-01 03:33:00,Online,"Weiss, Riley and Parker",East Walterton,Visa,0
215,3572,3069.57,2024-01-01 03:34:00,POS,Barnett-Nguyen,South Joannstad,Amex,0
216,2183,4725.46,2024-01-01 03:35:00,Online,,West Michelleberg,MasterCard,0
217,4910,246.12,2024-01-01 03:36:00,Online,Duarte Ltd,South Amandahaven,Amex,0
218,2722,10.11,2024-01-01 03:37:00,ATM Withdrawal,Estrada Inc,East Victoriaborough,Amex,0
219,4314,3002.91,2024-01-01 03:38:00,ATM Withdrawal,Buck-Bean,Port Scottfurt,Amex,0
220,4157,1423.88,2024-01-01 03:39:00,POS,Garcia and Sons,Lake Tina,Amex,0
221,2819,4403.34,2024-01-01 03:40:00,POS,"Briggs, Wright and Romero",New Karen,Amex,0
222,3625,1639.62,2024-01-01 03:41:00,POS,Mills-Walker,Christinachester,Amex,0
223,3729,1452.24,2024-01-01 03:42:00,POS,White Ltd,Martinbury,Visa,0
224,3604,1351.21,2024-01-01 03:43:00,Online,Herrera-Lopez,Kimstad,Amex,0
225,2597,728.54,2024-01-01 03:44:00,Online,Colon-Saunders,Scottberg,MasterCard,0
226,4060,2909.74,2024-01-01 03:45:00,POS,"Maddox, Moore and Wyatt",Stevenhaven,MasterCard,0
227,3693,,2024-01-01 03:46:00,POS,Smith Inc,Jessicashire,Discover,0
228,1795,2126.03,2024-01-01 03:47:00,ATM Withdrawal,Alexander-Fuller,Lake Dan,Discover,0
229,2051,2307.56,2024-01-01 03:48:00,POS,Higgins Ltd,North Eric,Amex,0
230,2643,107.36,2024-01-01 03:49:00,ATM Withdrawal,"Holmes, Cohen and Holloway",Deannashire,Discover,0
231,4627,88.95,2024-01-01 03:50:00,POS,Macdonald Ltd,Yuland,Discover,0
232,2363,2603.46,2024-01-01 03:51:00,POS,"Barton, Butler and Nelson",Vegashire,Amex,0
233,4869,3481.69,2024-01-01 03:52:00,Online,Werner-Williams,Annaborough,Discover,0
234,2981,4711.0,2024-01-01 03:53:00,POS,"Martin, Jackson and Boyd",South Christineton,MasterCard,0
235,2354,899.7,2024-01-01 03:54:00,ATM Withdrawal,Moore PLC,Ariashaven,Amex,0
236,2663,520.78,2024-01-01 03:55:00,Online,Obrien Inc,Leeview,MasterCard,0
237,2529,265.18,2024-01-01 03:56:00,ATM Withdrawal,Combs and Sons,Port Michellefurt,MasterCard,0
238,3038,2183.03,2024-01-01 03:57:00,POS,Perez-Hodge,Kimberlyshire,Visa,0
239,4419,3117.62,2024-01-01 03:58:00,Online,,Lewisshire,Visa,0
240,2496,4203.56,2024-01-01 03:59:00,ATM Withdrawal,Ruiz Group,West Billyfurt,Discover,0
241,4302,3414.81,2024-01-01 04:00:00,POS,"Fritz, Whitney and Jones",Coleborough,MasterCard,0
242,3237,1045.76,2024-01-01 04:01:00,ATM Withdrawal,"Pierce, Anderson and Krause",Port Gregoryhaven,Discover,0
243,4296,2311.54,2024-01-01 04:02:00,POS,Torres-Wells,North Jonathanberg,Amex,0
244,2408,4552.18,2024-01-01 04:03:00,ATM Withdrawal,"Hinton, Richards and Webb",Andersonville,MasterCard,0
245,2400,1637.07,2024-01-01 04:04:00,POS,Fowler-Randolph,Myersview,Discover,0
246,2306,2496.16,2024-01-01 04:05:00,ATM Withdrawal,Smith LLC,North Stephentown,MasterCard,0
247,3680,4793.03,2024-01-01 04:06:00,Online,Stevens and Sons,West Scottstad,Discover,0
248,3675,3674.87,2024-01-01 04:07:00,POS,"Nelson, Riley and Terry",New Keith,Amex,0
249,1972,3739.96,2024-01-01 04:08:00,,Hopkins-Hernandez,Port Stephaniehaven,Visa,0
250,2768,1265.41,2024-01-01 04:09:00,ATM Withdrawal,"Cook, Nolan and Baxter",Sanchezmouth,MasterCard,0
251,2282,2076.42,2024-01-01 04:10:00,POS,Hall Group,East Kelly,Discover,0
252,4430,416.3,2024-01-01 04:11:00,Online,Brown-Reynolds,New Susan,Visa,0
253,1709,3034.6,2024-01-01 04:12:00,ATM Withdrawal,Crawford PLC,West Heather,Amex,0
254,2479,523.13,2024-01-01 04:13:00,ATM Withdrawal,Dickerson-Wells,Anthonyton,Visa,0
255,2434,4180.37,2024-01-01 04:14:00,ATM Withdrawal,Burch LLC,Russellshire,Amex,0
256,1648,4073.7,2024-01-01 04:15:00,Online,Brown Inc,Andrewshire,Discover,0
257,1317,2670.36,2024-01-01 04:16:00,Online,Russo Ltd,Serranoburgh,Amex,0
258,4748,710.12,2024-01-01 04:17:00,POS,Day-Ferguson,West Malikberg,Visa,0
259,4296,132.77,2024-01-01 04:18:00,ATM Withdrawal,Haley Group,West Gabrieltown,Discover,0
260,4890,3984.56,2024-01-01 04:19:00,Online,Brennan-Burton,Port Thomasfort,Discover,0
261,2257,3002.7,2024-01-01 04:20:00,POS,Anderson-Allen,michaeltown,MasterCard,0
262,1683,3556.09,2024-01-01 04:21:00,Online,Heath Inc,Johnmouth,Discover,0
263,1663,1522.52,2024-01-01 04:22:00,Online,Cortez-Brown,Thompsonport,Discover,0
264,2998,2549.87,2024-01-01 04:23:00,Online,"Jones, Mccullough and Luna",Sanchezstad,Discover,0
265,4898,3737.13,2024-01-01 04:24:00,POS,Dawson Group,Port Gregoryfort,MasterCard,0
266,4445,2315.5,2024-01-01 04:25:00,Online,"Lopez, Burch and Alvarez",Williamsstad,Amex,0
267,4743,3008.91,2024-01-01 04:26:00,Online,"Mitchell, Gray and Knight",Obrienmouth,Visa,0
268,2631,3949.69,2024-01-01 04:27:00,Online,Jordan-Willis,South Karenside,Discover,0
269,2495,1080.03,2024-01-01 04:28:00,ATM Withdrawal,Cain LLC,new laura,Visa,0
270,4304,334.31,2024-01-01 04:29:00,Online,"Leonard, Meyers and Anderson",Port Christopherstad,Visa,0
271,4763,,2024-01-01 04:30:00,ATM Withdrawal,Ortega LLC,Daltonhaven,Discover,0
272,2136,315.32,2024-01-01 04:31:00,Online,Meyer-Griffith,East Kristinatown,Visa,0
